Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI545469|A/chicken/Khanhhoa/CVVI-44/2014|H5N1|2014-02-26	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545469	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-44/2014	NA	NA	N	2014-02-26
EPI545470|A/duck/Khanhhoa/CVVI-45/2014|H5N1|2014-02-26	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545470	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-45/2014	NA	NA	N	2014-02-26
EPI545471|A/duck/Khanhhoa/CVVI-46/2014|H5N1|2014-02-26	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545471	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-46/2014	NA	NA	N	2014-02-26
EPI545472|A/duck/Phuyen/CVVI-47/2014|H5N1|2014-02-13	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545472	NA	2.3.2.1c	2.3.2.1	A/duck/Phuyen/CVVI-47/2014	NA	NA	N	2014-02-13
EPI547673|A/duck/England/36254/14|H5N8|2014-11-14	Europe	Domestic Birds	H5N8	United Kingdom	EPI547673	NA	2.3.4.4c	2.3.4.4x	A/duck/England/36254/14	NA	NA	N	2014-11-14
EPI547678|A/Chicken/Netherlands/14015526/2014|H5N8|2014-11-14	Europe	Domestic Birds	H5N8	Netherlands	EPI547678	NA	2.3.4.4c	2.3.4.4x	A/Chicken/Netherlands/14015526/2014	NA	NA	N	2014-11-14
EPI547699|A/Indonesia/NIHRD14157/2014|H5N1|2014-06-06	Southeast Asia	Human	H5N1	Indonesia	EPI547699	NA	2.1.3.2b	Minor	A/Indonesia/NIHRD14157/2014	NA	NA	N	2014-06-06
EPI548310|A/chicken/Bali/U8661/2009|H5N1|2009-06-01	Southeast Asia	Domestic Birds	H5N1	Indonesia	EPI548310	NA	2.1.3.2	Minor	A/chicken/Bali/U8661/2009	NA	NA	N	2009-06-01
EPI548420|A/tundra_swan/Mongolia/1T2/2010|H5N1|2010-05-18	West Asia	Wild Birds	H5N1	Mongolia	EPI548420	NA	2.3.2.1c	2.3.2.1	A/tundra_swan/Mongolia/1T2/2010	NA	NA	N	2010-05-18
EPI548421|A/herring_gull/Mongolia/616T2/2009|H5N1|2009-07-29	West Asia	Wild Birds	H5N1	Mongolia	EPI548421	NA	2.3.2.1c	2.3.2.1	A/herring_gull/Mongolia/616T2/2009	NA	NA	N	2009-07-29
EPI548436|A/herring_gull/Mongolia/834T2/2009|H5N1|2009-08-01	West Asia	Wild Birds	H5N1	Mongolia	EPI548436	NA	2.3.2.1c	2.3.2.1	A/herring_gull/Mongolia/834T2/2009	NA	NA	N	2009-08-01
EPI548439|A/herring_gull/Mongolia/833T2/2009|H5N1|2009-08-01	West Asia	Wild Birds	H5N1	Mongolia	EPI548439	NA	2.3.2.1c	2.3.2.1	A/herring_gull/Mongolia/833T2/2009	NA	NA	N	2009-08-01
EPI548485|A/duck/Chiba/26-372-48/2014|H5N8|2014-11-18	Japan Korea	Wild Birds	H5N8	Japan	EPI548485	NA	2.3.4.4c	2.3.4.4x	A/duck/Chiba/26-372-48/2014	NA	NA	N	2014-11-18
EPI548493|A/duck/Chiba/26-372-61/2014|H5N8|2014-11-18	Japan Korea	Wild Birds	H5N8	Japan	EPI548493	NA	2.3.4.4c	2.3.4.4x	A/duck/Chiba/26-372-61/2014	NA	NA	N	2014-11-18
EPI548623|A/chicken/Netherlands/14015531/2014|H5N8|2014-11-15	Europe	Domestic Birds	H5N8	Netherlands	EPI548623	NA	2.3.4.4c	2.3.4.4x	A/chicken/Netherlands/14015531/2014	NA	NA	N	2014-11-15
EPI550516|A/swan/Germany/R65/2008|H5N1|2008-11-17	Europe	Wild Birds	H5N1	Germany	EPI550516	NA	2.2	2.2	A/swan/Germany/R65/2008	NA	NA	N	2008-11-17
EPI550752|A/chicken/Laos/LPQ001/2014|H5N6|2014-03-12	Southeast Asia	Domestic Birds	H5N6	laos	EPI550752	NA	2.3.4.4e	2.3.4.4x	A/chicken/Laos/LPQ001/2014	NA	NA	N	2014-03-12
EPI550757|A/duck/Laos/LPQ002/2014|H5N6|2014-03-12	Southeast Asia	Domestic Birds	H5N6	laos	EPI550757	NA	2.3.4.4e	2.3.4.4x	A/duck/Laos/LPQ002/2014	NA	NA	N	2014-03-12
EPI550759|A/chicken/Laos/XBY003/2014|H5N6|2014-03-12	Southeast Asia	Domestic Birds	H5N6	laos	EPI550759	NA	2.3.4.4e	2.3.4.4x	A/chicken/Laos/XBY003/2014	NA	NA	N	2014-03-12
EPI550763|A/duck/Laos/XBY004/2014|H5N6|2014-03-12	Southeast Asia	Domestic Birds	H5N6	laos	EPI550763	NA	2.3.4.4e	2.3.4.4x	A/duck/Laos/XBY004/2014	NA	NA	N	2014-03-12
EPI550848|A/duck/England/36038/14|H5N8|2014-11-14	Europe	Domestic Birds	H5N8	United Kingdom	EPI550848	NA	2.3.4.4c	2.3.4.4x	A/duck/England/36038/14	NA	NA	N	2014-11-14
EPI550849|A/duck/England/36226/14|H5N8|2014-11-14	Europe	Domestic Birds	H5N8	United Kingdom	EPI550849	NA	2.3.4.4c	2.3.4.4x	A/duck/England/36226/14	NA	NA	N	2014-11-14
EPI551143|A/eurasian_wigeon/Netherlands/emc-1/2014|H5N8|2014-11-24	Europe	Wild Birds	H5N8	Netherlands	EPI551143	NA	2.3.4.4c	2.3.4.4x	A/eurasian_wigeon/Netherlands/emc-1/2014	NA	NA	N	2014-11-24
EPI551149|A/eurasian_wigeon/Netherlands/emc-2/2014|H5N8|2014-11-24	Europe	Wild Birds	H5N8	Netherlands	EPI551149	NA	2.3.4.4c	2.3.4.4x	A/eurasian_wigeon/Netherlands/emc-2/2014	NA	NA	N	2014-11-24
EPI552746|A/turkey/Germany/AR2485-86-L00899/2014|H5N8|2014-11-04	Europe	Domestic Birds	H5N8	Germany	EPI552746	NA	2.3.4.4c	2.3.4.4x	A/turkey/Germany/AR2485-86-L00899/2014	NA	NA	N	2014-11-04
EPI552776|A/chicken/Netherlands/emc-3/2014|H5N8|2014-11-21	Europe	Domestic Birds	H5N8	Netherlands	EPI552776	NA	2.3.4.4c	2.3.4.4x	A/chicken/Netherlands/emc-3/2014	NA	NA	N	2014-11-21
EPI553144|A/turkey/Italy/14VIR7898-10/2014|H5N8|2014-12-15	Europe	Domestic Birds	H5N8	Italy	EPI553144	NA	2.3.4.4c	2.3.4.4x	A/turkey/Italy/14VIR7898-10/2014	NA	NA	N	2014-12-15
EPI553208|A/crane/Kagoshima/KU1/2014|H5N8|2014-11-23	Japan Korea	Wild Birds	H5N8	Japan	EPI553208	NA	2.3.4.4c	2.3.4.4x	A/crane/Kagoshima/KU1/2014	NA	NA	N	2014-11-23
EPI553219|A/Chicken/Shandong/J01/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553219	NA	2.3.2.1a	2.3.2.1	A/Chicken/Shandong/J01/2009	NA	NA	N	2009-09-01
EPI553223|A/Chicken/Shandong/J02/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553223	NA	7.2	Minor	A/Chicken/Shandong/J02/2009	NA	NA	Y	2009-09-01
EPI553276|A/Chicken/Shandong/J03/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553276	NA	7.2	Minor	A/Chicken/Shandong/J03/2009	NA	NA	Y	2009-09-01
EPI553284|A/Chicken/Shandong/J04/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553284	NA	7.2	Minor	A/Chicken/Shandong/J04/2009	NA	NA	Y	2009-09-01
EPI553292|A/Chicken/Shandong/J05/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553292	NA	7.2	Minor	A/Chicken/Shandong/J05/2009	NA	NA	Y	2009-09-01
EPI553300|A/Chicken/Shandong/J06/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553300	NA	2.3.2.1c	2.3.2.1	A/Chicken/Shandong/J06/2009	NA	NA	N	2009-09-01
EPI553308|A/Duck/Shandong/Y01/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553308	NA	2.3.2.1c	2.3.2.1	A/Duck/Shandong/Y01/2009	NA	NA	N	2009-09-01
EPI553316|A/Duck/Shandong/Y02/2009|H5N1|2009-09-01	China	Domestic Birds	H5N1	China	EPI553316	NA	2.3.2.1c	2.3.2.1	A/Duck/Shandong/Y02/2009	NA	NA	N	2009-09-01
EPI553327|A/chicken/Miyazaki/3/2014|H5N8|2014-12-16	Japan Korea	Domestic Birds	H5N8	Japan	EPI553327	NA	2.3.4.4c	2.3.4.4x	A/chicken/Miyazaki/3/2014	NA	NA	N	2014-12-16
EPI553335|A/chicken/Miyazaki/4/2014|H5N8|2014-12-16	Japan Korea	Domestic Birds	H5N8	Japan	EPI553335	NA	2.3.4.4c	2.3.4.4x	A/chicken/Miyazaki/4/2014	NA	NA	N	2014-12-16
EPI553343|A/chicken/Miyazaki/7/2014|H5N8|2014-12-16	Japan Korea	Domestic Birds	H5N8	Japan	EPI553343	NA	2.3.4.4c	2.3.4.4x	A/chicken/Miyazaki/7/2014	NA	NA	N	2014-12-16
EPI553349|A/wigeon/Sakha/1/2014|H5N8|2014-09-25	West Asia	Wild Birds	H5N8	Russia	EPI553349	NA	2.3.4.4c	2.3.4.4x	A/wigeon/Sakha/1/2014	NA	NA	N	2014-09-25
EPI554605|A/domestic_duck/Germany-NI/R3468/2014|H5N8|2014-12-18	Europe	Domestic Birds	H5N8	Germany	EPI554605	NA	2.3.4.4c	2.3.4.4x	A/domestic_duck/Germany-NI/R3468/2014	NA	NA	N	2014-12-18
EPI55586|A/Indonesia/CDC1031/2007|H5N1|2007-01-05	Southeast Asia	Human	H5N1	Indonesia	EPI55586	NA	2.1.3.2	Minor	A/Indonesia/CDC1031/2007	NA	NA	N	2007-01-05
EPI55605|A/Indonesia/CDC1031T/2007|H5N1|2007-01-05	Southeast Asia	Human	H5N1	Indonesia	EPI55605	NA	2.1.3.2	Minor	A/Indonesia/CDC1031T/2007	NA	NA	N	2007-01-05
EPI55624|A/Indonesia/CDC1031T2/2007|H5N1|2007-01-06	Southeast Asia	Human	H5N1	Indonesia	EPI55624	NA	2.1.3.2	Minor	A/Indonesia/CDC1031T2/2007	NA	NA	N	2007-01-06
EPI55643|A/Indonesia/CDC1031RE2/2007|H5N1|2007-01-05	Southeast Asia	Human	H5N1	Indonesia	EPI55643	NA	2.1.3.2	Minor	A/Indonesia/CDC1031RE2/2007	NA	NA	N	2007-01-05
EPI55662|A/Indonesia/CDC1032/2007|H5N1|2007-01-06	Southeast Asia	Human	H5N1	Indonesia	EPI55662	NA	2.1.3.2	Minor	A/Indonesia/CDC1032/2007	NA	NA	N	2007-01-06
EPI55681|A/Indonesia/CDC1032N/2007|H5N1|2007-01-07	Southeast Asia	Human	H5N1	Indonesia	EPI55681	NA	2.1.3.2	Minor	A/Indonesia/CDC1032N/2007	NA	NA	N	2007-01-07
EPI55700|A/Indonesia/CDC1032T/2007|H5N1|2007-01-07	Southeast Asia	Human	H5N1	Indonesia	EPI55700	NA	2.1.3.2	Minor	A/Indonesia/CDC1032T/2007	NA	NA	N	2007-01-07
EPI557136|A/Turkey/Egypt/BSU5114-AR2218/2014|H5N1|2014-05-15	Africa	Domestic Birds	H5N1	Egypt	EPI557136	NA	2.2.1.2	2.2	A/Turkey/Egypt/BSU5114-AR2218/2014	NA	NA	N	2014-05-15
EPI557138|A/Quail/Egypt/BSU5514-AR2219/2014|H5N1|2014-06-15	Africa	Domestic Birds	H5N1	Egypt	EPI557138	NA	2.2.1.2	2.2	A/Quail/Egypt/BSU5514-AR2219/2014	NA	NA	N	2014-06-15
EPI557170|A/chicken/Egypt/NLQP7FL-AR747/2013|H5N1|2013-01-14	Africa	Domestic Birds	H5N1	Egypt	EPI557170	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP7FL-AR747/2013	NA	NA	N	2013-01-14
EPI557178|A/chicken/Egypt/NLQP33SD-AR748/2013|H5N1|2013-02-06	Africa	Domestic Birds	H5N1	Egypt	EPI557178	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP33SD-AR748/2013	NA	NA	N	2013-02-06
EPI557186|A/chicken/Egypt/NLQP2AL-AR749/2013|H5N1|2013-02-20	Africa	Domestic Birds	H5N1	Egypt	EPI557186	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP2AL-AR749/2013	NA	NA	N	2013-02-20
EPI55719|A/Indonesia/CDC1046/2007|H5N1|2007-01-11	Southeast Asia	Human	H5N1	Indonesia	EPI55719	NA	2.1.3.2	Minor	A/Indonesia/CDC1046/2007	NA	NA	N	2007-01-11
EPI557194|A/Duck/Egypt/NLQP27SG-AR750/2013|H5N1|2013-02-21	Africa	Domestic Birds	H5N1	Egypt	EPI557194	NA	2.2.1.2	2.2	A/Duck/Egypt/NLQP27SG-AR750/2013	NA	NA	N	2013-02-21
EPI557202|A/chicken/Egypt/NLQP20SL-AR751/2013|H5N1|2013-05-09	Africa	Domestic Birds	H5N1	Egypt	EPI557202	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP20SL-AR751/2013	NA	NA	N	2013-05-09
EPI557210|A/chicken/Egypt/NLQP639V-AR752/2013|H5N1|2013-04-14	Africa	Domestic Birds	H5N1	Egypt	EPI557210	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP639V-AR752/2013	NA	NA	N	2013-04-14
EPI557218|A/chicken/Egypt/NLQP139V-AR753/2013|H5N1|2013-03-25	Africa	Domestic Birds	H5N1	Egypt	EPI557218	NA	2.2.1.2	2.2	A/chicken/Egypt/NLQP139V-AR753/2013	NA	NA	N	2013-03-25
EPI55738|A/Indonesia/CDC1046T/2007|H5N1|2007-01-11	Southeast Asia	Human	H5N1	Indonesia	EPI55738	NA	2.1.3.2	Minor	A/Indonesia/CDC1046T/2007	NA	NA	N	2007-01-11
EPI55757|A/Indonesia/CDC1047/2007|H5N1|2007-01-12	Southeast Asia	Human	H5N1	Indonesia	EPI55757	NA	2.1.3.2	Minor	A/Indonesia/CDC1047/2007	NA	NA	N	2007-01-12
EPI55776|A/Indonesia/CDC1047S/2007|H5N1|2007-01-12	Southeast Asia	Human	H5N1	Indonesia	EPI55776	NA	2.1.3.2	Minor	A/Indonesia/CDC1047S/2007	NA	NA	N	2007-01-12
EPI559070|A/duck/Vietnam/NCVD-KA25/2011|H5N1|2011-12-30	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559070	NA	2.3.2.1b	2.3.2.1	A/duck/Vietnam/NCVD-KA25/2011	NA	NA	N	2011-12-30
EPI559071|A/duck/Vietnam/NCVD-KA30/2012|H5N1|2012-01-30	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559071	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA30/2012	NA	NA	N	2012-01-30
EPI559072|A/duck/Vietnam/NCVD-KA40/2012|H5N1|2012-02-17	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559072	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA40/2012	NA	NA	N	2012-02-17
EPI559073|A/chicken/Vietnam/NCVD-KA42/2012|H5N1|2012-02-04	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559073	NA	1.1.2	Minor	A/chicken/Vietnam/NCVD-KA42/2012	NA	NA	N	2012-02-04
EPI559074|A/chicken/Vietnam/NCVD-KA57/2012|H5N1|2012-01-06	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559074	NA	1.1.1	Minor	A/chicken/Vietnam/NCVD-KA57/2012	NA	NA	N	2012-01-06
EPI559075|A/chicken/Vietnam/NCVD-KA62/2012|H5N1|2012-02-17	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559075	NA	2.3.2.1a	2.3.2.1	A/chicken/Vietnam/NCVD-KA62/2012	NA	NA	N	2012-02-17
EPI559076|A/duck/Vietnam/NCVD-KA105/2012|H5N1|2012-01-19	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559076	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA105/2012	NA	NA	N	2012-01-19
EPI559077|A/duck/Vietnam/NCVD-KA206/2012|H5N1|2012-02-22	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559077	NA	1.1.2	Minor	A/duck/Vietnam/NCVD-KA206/2012	NA	NA	N	2012-02-22
EPI559078|A/duck/Vietnam/NCVD-KA250/2012|H5N1|2012-05-14	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559078	NA	2.3.2.1b	2.3.2.1	A/duck/Vietnam/NCVD-KA250/2012	NA	NA	N	2012-05-14
EPI559079|A/duck/Vietnam/NCVD-KA260/2012|H5N1|2012-06-06	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559079	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA260/2012	NA	NA	N	2012-06-06
EPI559080|A/duck/Vietnam/NCVD-KA261/2012|H5N1|2012-06-06	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559080	NA	2.3.2.1b	2.3.2.1	A/duck/Vietnam/NCVD-KA261/2012	NA	NA	N	2012-06-06
EPI559081|A/duck/Vietnam/NCVD-KA262/2012|H5N1|2012-07-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559081	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA262/2012	NA	NA	N	2012-07-10
EPI559082|A/chicken/Vietnam/NCVD-KA275/2012|H5N1|2012-08-11	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559082	NA	2.3.2.1c	2.3.2.1	A/chicken/Vietnam/NCVD-KA275/2012	NA	NA	N	2012-08-11
EPI559083|A/duck/Vietnam/NCVD-KA294/2012|H5N1|2012-08-22	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559083	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA294/2012	NA	NA	N	2012-08-22
EPI559084|A/duck/Vietnam/NCVD-KA300/2012|H5N1|2012-08-29	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559084	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA300/2012	NA	NA	N	2012-08-29
EPI559085|A/duck/Vietnam/NCVD-KA309/2012|H5N1|2012-09-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559085	NA	2.3.2.1b	2.3.2.1	A/duck/Vietnam/NCVD-KA309/2012	NA	NA	N	2012-09-10
EPI559086|A/duck/Vietnam/NCVD-KA310/2012|H5N1|2012-09-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559086	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA310/2012	NA	NA	N	2012-09-10
EPI559087|A/duck/Vietnam/NCVD-KA311/2012|H5N1|2012-09-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559087	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA311/2012	NA	NA	N	2012-09-10
EPI559088|A/muscovy_duck/Vietnam/NCVD-KA286/2012|H5N1|2012-08-18	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559088	NA	2.3.2.1c	2.3.2.1	A/muscovy_duck/Vietnam/NCVD-KA286/2012	NA	NA	N	2012-08-18
EPI559089|A/duck/Vietnam/NCVD-KA324/2012|H5N1|2012-09-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559089	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA324/2012	NA	NA	N	2012-09-10
EPI559090|A/duck/Vietnam/NCVD-KA345/2012|H5N1|2012-09-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559090	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA345/2012	NA	NA	N	2012-09-10
EPI559091|A/chicken/Vietnam/NCVD-KA365/2012|H5N1|2012-09-13	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559091	NA	2.3.2.1c	2.3.2.1	A/chicken/Vietnam/NCVD-KA365/2012	NA	NA	N	2012-09-13
EPI559092|A/duck/Vietnam/NCVD-KA368/2012|H5N1|2012-09-21	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559092	NA	2.3.2.1a	2.3.2.1	A/duck/Vietnam/NCVD-KA368/2012	NA	NA	N	2012-09-21
EPI559093|A/chicken/Vietnam/NCVD-KA423/2013|H5N1|2013-01-09	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559093	NA	2.3.2.1b	2.3.2.1	A/chicken/Vietnam/NCVD-KA423/2013	NA	NA	N	2013-01-09
EPI559094|A/chicken/Vietnam/NCVD-KA428/2013|H5N1|2013-01-21	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559094	NA	1.1.2	Minor	A/chicken/Vietnam/NCVD-KA428/2013	NA	NA	N	2013-01-21
EPI559095|A/chicken/Vietnam/NCVD-KA432/2013|H5N1|2013-01-23	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559095	NA	2.3.2.1c	2.3.2.1	A/chicken/Vietnam/NCVD-KA432/2013	NA	NA	N	2013-01-23
EPI559096|A/chicken/Vietnam/NCVD-KA435/2013|H5N1|2013-01-25	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559096	NA	2.3.2.1c	2.3.2.1	A/chicken/Vietnam/NCVD-KA435/2013	NA	NA	N	2013-01-25
EPI559097|A/chicken/Vietnam/NCVD-KA448/2013|H5N1|2013-02-04	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559097	NA	1.1.2	Minor	A/chicken/Vietnam/NCVD-KA448/2013	NA	NA	N	2013-02-04
EPI559108|A/muscovy_duck/Vietnam/NCVD-KA395/2012|H5N1|2012-10-15	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559108	NA	2.3.2.1c	2.3.2.1	A/muscovy_duck/Vietnam/NCVD-KA395/2012	NA	NA	N	2012-10-15
EPI559109|A/muscovy_duck/Vietnam/NCVD-KA426/2013|H5N1|2013-01-21	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI559109	NA	1.1.2	Minor	A/muscovy_duck/Vietnam/NCVD-KA426/2013	NA	NA	Y	2013-01-21
EPI559205|A/duck/Vietnam/NCVD-KA415/2012|H5N2|2012-12-06	Southeast Asia	Domestic Birds	H5N2	Vietnam	EPI559205	NA	2.3.2.1c	2.3.2.1	A/duck/Vietnam/NCVD-KA415/2012	NA	NA	N	2012-12-06
EPI559727|A/whooper_swan/Henan/SMX1/2015|H5N1|2015-01-04	China	Wild Birds	H5N1	China	EPI559727	NA	2.3.2.1c	2.3.2.1	A/whooper_swan/Henan/SMX1/2015	NA	NA	N	2015-01-04
EPI559770|A/whooper_swan/Henan/SMX3/2015|H5N1|2015-01-04	China	Wild Birds	H5N1	China	EPI559770	NA	2.3.2.1c	2.3.2.1	A/whooper_swan/Henan/SMX3/2015	NA	NA	N	2015-01-04
EPI559789|A/whooper_swan/Henan/SMX4/2015|H5N1|2015-01-05	China	Wild Birds	H5N1	China	EPI559789	NA	2.3.2.1c	2.3.2.1	A/whooper_swan/Henan/SMX4/2015	NA	NA	N	2015-01-05
EPI559910|A/whooper_swan/Henan/SMX9/2015|H5N1|2015-01-05	China	Wild Birds	H5N1	China	EPI559910	NA	2.3.2.1c	2.3.2.1	A/whooper_swan/Henan/SMX9/2015	NA	NA	N	2015-01-05
EPI560152|A/pochard/Henan/SMX1/2015|H5N1|2015-01-05	China	Wild Birds	H5N1	China	EPI560152	NA	2.3.2.1c	2.3.2.1	A/pochard/Henan/SMX1/2015	NA	NA	N	2015-01-05
EPI561187|A/waterfowl/Korea/S005/2014|H5N8|2014-02-15	Japan Korea	Wild Birds	H5N8	South Korea	EPI561187	NA	2.3.4.4c	2.3.4.4x	A/waterfowl/Korea/S005/2014	NA	NA	N	2014-02-15
EPI561196|A/broiler_duck/Korea/H29/2014|H5N8|2014-01-18	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561196	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H29/2014	NA	NA	N	2014-01-18
EPI561204|A/broiler_duck/Korea/H31/2014|H5N8|2014-01-19	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561204	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H31/2014	NA	NA	N	2014-01-19
EPI561336|A/broiler_duck/Korea/H48/2014|H5N8|2014-01-20	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561336	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H48/2014	NA	NA	N	2014-01-20
EPI561341|A/Baikal_teal/Korea/H41/2014|H5N8|2014-01-19	Japan Korea	Wild Birds	H5N8	South Korea	EPI561341	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H41/2014	NA	NA	N	2014-01-19
EPI561348|A/broiler_duck/Korea/H47/2014|H5N8|2014-01-20	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561348	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H47/2014	NA	NA	N	2014-01-20
EPI561360|A/broiler_duck/Korea/H49/2014|H5N8|2014-01-20	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561360	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H49/2014	NA	NA	N	2014-01-20
EPI561495|A/Baikal_teal/Korea/H52/2014|H5N8|2014-01-20	Japan Korea	Wild Birds	H5N8	South Korea	EPI561495	NA	2.3.4.4b	2.3.4.4b	A/Baikal_teal/Korea/H52/2014	NA	NA	N	2014-01-20
EPI561508|A/bean_goose/Korea/H53/2014|H5N8|2014-01-20	Japan Korea	Wild Birds	H5N8	South Korea	EPI561508	NA	2.3.4.4c	2.3.4.4x	A/bean_goose/Korea/H53/2014	NA	NA	N	2014-01-20
EPI561515|A/Baikal_teal/Korea/H62/2014|H5N8|2014-01-21	Japan Korea	Wild Birds	H5N8	South Korea	EPI561515	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H62/2014	NA	NA	N	2014-01-21
EPI561522|A/broiler_duck/Korea/H65/2014|H5N8|2014-01-21	Japan Korea	Domestic Birds	H5N8	South Korea	EPI561522	NA	2.3.4.4c	2.3.4.4x	A/broiler_duck/Korea/H65/2014	NA	NA	N	2014-01-21
EPI561529|A/Baikal_teal/Korea/H66/2014|H5N8|2014-01-21	Japan Korea	Wild Birds	H5N8	South Korea	EPI561529	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H66/2014	NA	NA	N	2014-01-21
EPI561542|A/Baikal_teal/Korea/H68/2014|H5N8|2014-01-22	Japan Korea	Wild Birds	H5N8	South Korea	EPI561542	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H68/2014	NA	NA	N	2014-01-22
EPI561549|A/Baikal_teal/Korea/H80/2014|H5N8|2014-01-22	Japan Korea	Wild Birds	H5N8	South Korea	EPI561549	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H80/2014	NA	NA	N	2014-01-22
EPI561556|A/Coot/Korea/H81/2014|H5N8|2014-01-22	Japan Korea	Wild Birds	H5N8	South Korea	EPI561556	NA	2.3.4.4c	2.3.4.4x	A/Coot/Korea/H81/2014	NA	NA	N	2014-01-22
EPI561563|A/Baikal_teal/Korea/H84/2014|H5N8|2014-01-22	Japan Korea	Wild Birds	H5N8	South Korea	EPI561563	NA	2.3.4.4c	2.3.4.4x	A/Baikal_teal/Korea/H84/2014	NA	NA	N	2014-01-22
